X1,id,species,date,total_mgdmper_ind_per_species_per_date,prey_taxon,X,loc,sample,method,length_mm,total,notes,number,prey_mg_dm,mg_diet_dm,mgdm01,date2,prey_mg_inverse
368,1021,spotfin,2017-06-28,0.71,collembola_unknown,21,above,lavage,lavage,66,1,NA,0,0.42,0,0.01,2017-06-28,2.380952380952381
369,1021,spotfin,2017-06-28,0.71,fish_yoy,21,above,lavage,lavage,66,1,NA,0,900,0,0.01,2017-06-28,0.0011111111111111111
370,1021,spotfin,2017-06-28,0.71,zooplankton_unknown,21,above,lavage,lavage,66,1,NA,0,0.001,0,0.01,2017-06-28,1000
371,1021,spotfin,2017-06-28,0.71,ephemeroptera_unknown,21,above,lavage,lavage,66,1,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
372,1021,spotfin,2017-06-28,0.71,coleo_l,21,above,lavage,lavage,66,1,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
373,1021,spotfin,2017-06-28,0.71,spider_unknown,21,above,lavage,lavage,66,1,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
374,1021,spotfin,2017-06-28,0.71,chiro_l,21,above,lavage,lavage,66,1,NA,0,1.04,0,0.01,2017-06-28,0.9615384615384615
375,1021,spotfin,2017-06-28,0.71,corixidae_unknown,21,above,lavage,lavage,66,1,NA,0,0.01,0,0.01,2017-06-28,100
376,1021,spotfin,2017-06-28,0.71,hemiptera_unknown,21,above,lavage,lavage,66,1,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
377,1021,spotfin,2017-06-28,0.71,chiro_a,21,above,lavage,lavage,66,1,NA,0,0.99,0,0.01,2017-06-28,1.0101010101010102
378,1021,spotfin,2017-06-28,0.71,copepod_unknown,21,above,lavage,lavage,66,1,NA,0,0.42,0,0.01,2017-06-28,2.380952380952381
379,1022,bluegill,2017-06-28,30.27,fish_yoy,22,below,lavage,lavage,79,70,NA,0,900,0,0.01,2017-06-28,0.0011111111111111111
380,1022,bluegill,2017-06-28,30.27,seed_unknown,22,below,lavage,lavage,79,70,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
381,1022,bluegill,2017-06-28,30.27,coleo_l,22,below,lavage,lavage,79,70,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
382,1022,bluegill,2017-06-28,30.27,coleo_a,22,below,lavage,lavage,79,70,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
383,1022,bluegill,2017-06-28,30.27,spider_unknown,22,below,lavage,lavage,79,70,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
384,1022,bluegill,2017-06-28,30.27,zooplankton_unknown,22,below,lavage,lavage,79,70,NA,0,0.001,0,0.01,2017-06-28,1000
385,1022,bluegill,2017-06-28,30.27,collembola_unknown,22,below,lavage,lavage,79,70,NA,0,0.42,0,0.01,2017-06-28,2.380952380952381
386,1022,bluegill,2017-06-28,30.27,sciaridae_unknown,22,below,lavage,lavage,79,70,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
387,1022,bluegill,2017-06-28,30.27,unidentified_unknown,22,below,lavage,lavage,79,70,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
388,1022,bluegill,2017-06-28,30.27,chiro_l,22,below,lavage,lavage,79,70,NA,23,1.04,23.92,23.930000000000003,2017-06-28,0.9615384615384615
389,1022,bluegill,2017-06-28,30.27,corixidae_unknown,22,below,lavage,lavage,79,70,NA,40,0.01,0.4,0.41000000000000003,2017-06-28,100
390,1022,bluegill,2017-06-28,30.27,chiro_p,22,below,lavage,lavage,79,70,NA,7,0.85,5.95,5.96,2017-06-28,1.1764705882352942
391,1022,bluegill,2017-06-28,30.27,chiro_a,22,below,lavage,lavage,79,70,NA,0,0.99,0,0.01,2017-06-28,1.0101010101010102
392,1022,bluegill,2017-06-28,30.27,copepod_unknown,22,below,lavage,lavage,79,70,NA,0,0.42,0,0.01,2017-06-28,2.380952380952381
393,1022,bluegill,2017-06-28,30.27,ostracod_unknown,22,below,lavage,lavage,79,70,NA,0,0.355,0,0.01,2017-06-28,2.8169014084507045
394,1022,bluegill,2017-06-28,30.27,hemiptera_unknown,22,below,lavage,lavage,79,70,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
395,1022,bluegill,2017-06-28,30.27,hymenoptera_unknown,22,below,lavage,lavage,79,70,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
396,1022,bluegill,2017-06-28,30.27,ephemeroptera_unknown,22,below,lavage,lavage,79,70,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
397,1023,bluegill,2017-06-28,5.78,sciaridae_unknown,23,above,lavage,lavage,56,12,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
398,1023,bluegill,2017-06-28,5.78,chiro_p,23,above,lavage,lavage,56,12,NA,1,0.85,0.85,0.86,2017-06-28,1.1764705882352942
399,1023,bluegill,2017-06-28,5.78,collembola_unknown,23,above,lavage,lavage,56,12,NA,0,0.42,0,0.01,2017-06-28,2.380952380952381
400,1023,bluegill,2017-06-28,5.78,coleo_a,23,above,lavage,lavage,56,12,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
401,1023,bluegill,2017-06-28,5.78,chiro_a,23,above,lavage,lavage,56,12,NA,0,0.99,0,0.01,2017-06-28,1.0101010101010102
402,1023,bluegill,2017-06-28,5.78,unidentified_unknown,23,above,lavage,lavage,56,12,NA,1,0.71,0.71,0.72,2017-06-28,1.4084507042253522
403,1023,bluegill,2017-06-28,5.78,spider_unknown,23,above,lavage,lavage,56,12,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
404,1023,bluegill,2017-06-28,5.78,hymenoptera_unknown,23,above,lavage,lavage,56,12,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
405,1023,bluegill,2017-06-28,5.78,copepod_unknown,23,above,lavage,lavage,56,12,NA,0,0.42,0,0.01,2017-06-28,2.380952380952381
406,1023,bluegill,2017-06-28,5.78,fish_yoy,23,above,lavage,lavage,56,12,NA,0,900,0,0.01,2017-06-28,0.0011111111111111111
407,1023,bluegill,2017-06-28,5.78,coleo_l,23,above,lavage,lavage,56,12,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
408,1023,bluegill,2017-06-28,5.78,seed_unknown,23,above,lavage,lavage,56,12,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
409,1023,bluegill,2017-06-28,5.78,ostracod_unknown,23,above,lavage,lavage,56,12,NA,0,0.355,0,0.01,2017-06-28,2.8169014084507045
410,1023,bluegill,2017-06-28,5.78,ephemeroptera_unknown,23,above,lavage,lavage,56,12,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
411,1023,bluegill,2017-06-28,5.78,chiro_l,23,above,lavage,lavage,56,12,NA,4,1.04,4.16,4.17,2017-06-28,0.9615384615384615
412,1023,bluegill,2017-06-28,5.78,zooplankton_unknown,23,above,lavage,lavage,56,12,NA,0,0.001,0,0.01,2017-06-28,1000
413,1023,bluegill,2017-06-28,5.78,hemiptera_unknown,23,above,lavage,lavage,56,12,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
414,1023,bluegill,2017-06-28,5.78,corixidae_unknown,23,above,lavage,lavage,56,12,NA,6,0.01,0.06,0.06999999999999999,2017-06-28,100
415,1024,spotfin,2017-06-28,19.5,unidentified_unknown,24,below,lavage,lavage,59,26,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
416,1024,spotfin,2017-06-28,19.5,hymenoptera_unknown,24,below,lavage,lavage,59,26,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
417,1024,spotfin,2017-06-28,19.5,sciaridae_unknown,24,below,lavage,lavage,59,26,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
418,1024,spotfin,2017-06-28,19.5,chiro_l,24,below,lavage,lavage,59,26,NA,4,1.04,4.16,4.17,2017-06-28,0.9615384615384615
419,1024,spotfin,2017-06-28,19.5,fish_yoy,24,below,lavage,lavage,59,26,NA,0,900,0,0.01,2017-06-28,0.0011111111111111111
420,1024,spotfin,2017-06-28,19.5,coleo_a,24,below,lavage,lavage,59,26,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
421,1024,spotfin,2017-06-28,19.5,ephemeroptera_unknown,24,below,lavage,lavage,59,26,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
422,1024,spotfin,2017-06-28,19.5,chiro_p,24,below,lavage,lavage,59,26,NA,18,0.85,15.3,15.31,2017-06-28,1.1764705882352942
423,1024,spotfin,2017-06-28,19.5,corixidae_unknown,24,below,lavage,lavage,59,26,NA,4,0.01,0.04,0.05,2017-06-28,100
424,1024,spotfin,2017-06-28,19.5,spider_unknown,24,below,lavage,lavage,59,26,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
425,1024,spotfin,2017-06-28,19.5,coleo_l,24,below,lavage,lavage,59,26,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
426,1024,spotfin,2017-06-28,19.5,collembola_unknown,24,below,lavage,lavage,59,26,NA,0,0.42,0,0.01,2017-06-28,2.380952380952381
427,1024,spotfin,2017-06-28,19.5,chiro_a,24,below,lavage,lavage,59,26,NA,0,0.99,0,0.01,2017-06-28,1.0101010101010102
428,1024,spotfin,2017-06-28,19.5,copepod_unknown,24,below,lavage,lavage,59,26,NA,0,0.42,0,0.01,2017-06-28,2.380952380952381
429,1024,spotfin,2017-06-28,19.5,hemiptera_unknown,24,below,lavage,lavage,59,26,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
430,1024,spotfin,2017-06-28,19.5,zooplankton_unknown,24,below,lavage,lavage,59,26,NA,0,0.001,0,0.01,2017-06-28,1000
431,1024,spotfin,2017-06-28,19.5,seed_unknown,24,below,lavage,lavage,59,26,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
432,1024,spotfin,2017-06-28,19.5,ostracod_unknown,24,below,lavage,lavage,59,26,NA,0,0.355,0,0.01,2017-06-28,2.8169014084507045
433,1025,spotfin,2017-06-28,0.01,coleo_a,25,above,lavage,lavage,60,1,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
434,1025,spotfin,2017-06-28,0.01,copepod_unknown,25,above,lavage,lavage,60,1,NA,0,0.42,0,0.01,2017-06-28,2.380952380952381
435,1025,spotfin,2017-06-28,0.01,collembola_unknown,25,above,lavage,lavage,60,1,NA,0,0.42,0,0.01,2017-06-28,2.380952380952381
436,1025,spotfin,2017-06-28,0.01,corixidae_unknown,25,above,lavage,lavage,60,1,NA,1,0.01,0.01,0.02,2017-06-28,100
437,1025,spotfin,2017-06-28,0.01,sciaridae_unknown,25,above,lavage,lavage,60,1,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
438,1025,spotfin,2017-06-28,0.01,fish_yoy,25,above,lavage,lavage,60,1,NA,0,900,0,0.01,2017-06-28,0.0011111111111111111
439,1025,spotfin,2017-06-28,0.01,chiro_p,25,above,lavage,lavage,60,1,NA,0,0.85,0,0.01,2017-06-28,1.1764705882352942
440,1025,spotfin,2017-06-28,0.01,ephemeroptera_unknown,25,above,lavage,lavage,60,1,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
441,1025,spotfin,2017-06-28,0.01,coleo_l,25,above,lavage,lavage,60,1,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
442,1025,spotfin,2017-06-28,0.01,chiro_a,25,above,lavage,lavage,60,1,NA,0,0.99,0,0.01,2017-06-28,1.0101010101010102
443,1025,spotfin,2017-06-28,0.01,hymenoptera_unknown,25,above,lavage,lavage,60,1,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
444,1025,spotfin,2017-06-28,0.01,unidentified_unknown,25,above,lavage,lavage,60,1,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
445,1025,spotfin,2017-06-28,0.01,hemiptera_unknown,25,above,lavage,lavage,60,1,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
446,1025,spotfin,2017-06-28,0.01,seed_unknown,25,above,lavage,lavage,60,1,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
447,1025,spotfin,2017-06-28,0.01,spider_unknown,25,above,lavage,lavage,60,1,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
448,1025,spotfin,2017-06-28,0.01,ostracod_unknown,25,above,lavage,lavage,60,1,NA,0,0.355,0,0.01,2017-06-28,2.8169014084507045
449,1025,spotfin,2017-06-28,0.01,chiro_l,25,above,lavage,lavage,60,1,NA,0,1.04,0,0.01,2017-06-28,0.9615384615384615
450,1025,spotfin,2017-06-28,0.01,zooplankton_unknown,25,above,lavage,lavage,60,1,NA,0,0.001,0,0.01,2017-06-28,1000
451,1026,largemouth,2017-06-28,0.71,coleo_l,26,below,lavage,lavage,44,1,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
452,1026,largemouth,2017-06-28,0.71,corixidae_unknown,26,below,lavage,lavage,44,1,NA,0,0.01,0,0.01,2017-06-28,100
453,1026,largemouth,2017-06-28,0.71,coleo_a,26,below,lavage,lavage,44,1,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
454,1026,largemouth,2017-06-28,0.71,copepod_unknown,26,below,lavage,lavage,44,1,NA,0,0.42,0,0.01,2017-06-28,2.380952380952381
455,1026,largemouth,2017-06-28,0.71,zooplankton_unknown,26,below,lavage,lavage,44,1,NA,0,0.001,0,0.01,2017-06-28,1000
456,1026,largemouth,2017-06-28,0.71,unidentified_unknown,26,below,lavage,lavage,44,1,NA,1,0.71,0.71,0.72,2017-06-28,1.4084507042253522
457,1026,largemouth,2017-06-28,0.71,chiro_p,26,below,lavage,lavage,44,1,NA,0,0.85,0,0.01,2017-06-28,1.1764705882352942
458,1026,largemouth,2017-06-28,0.71,spider_unknown,26,below,lavage,lavage,44,1,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
459,1026,largemouth,2017-06-28,0.71,seed_unknown,26,below,lavage,lavage,44,1,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
460,1026,largemouth,2017-06-28,0.71,sciaridae_unknown,26,below,lavage,lavage,44,1,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
461,1026,largemouth,2017-06-28,0.71,fish_yoy,26,below,lavage,lavage,44,1,NA,0,900,0,0.01,2017-06-28,0.0011111111111111111
462,1026,largemouth,2017-06-28,0.71,collembola_unknown,26,below,lavage,lavage,44,1,NA,0,0.42,0,0.01,2017-06-28,2.380952380952381
463,1026,largemouth,2017-06-28,0.71,chiro_a,26,below,lavage,lavage,44,1,NA,0,0.99,0,0.01,2017-06-28,1.0101010101010102
464,1026,largemouth,2017-06-28,0.71,hemiptera_unknown,26,below,lavage,lavage,44,1,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
465,1026,largemouth,2017-06-28,0.71,chiro_l,26,below,lavage,lavage,44,1,NA,0,1.04,0,0.01,2017-06-28,0.9615384615384615
466,1026,largemouth,2017-06-28,0.71,ostracod_unknown,26,below,lavage,lavage,44,1,NA,0,0.355,0,0.01,2017-06-28,2.8169014084507045
467,1026,largemouth,2017-06-28,0.71,hymenoptera_unknown,26,below,lavage,lavage,44,1,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
468,1026,largemouth,2017-06-28,0.71,ephemeroptera_unknown,26,below,lavage,lavage,44,1,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
469,1027,spotfin,2017-06-28,1.42,corixidae_unknown,27,below,lavage,lavage,78,2,NA,0,0.01,0,0.01,2017-06-28,100
470,1027,spotfin,2017-06-28,1.42,copepod_unknown,27,below,lavage,lavage,78,2,NA,0,0.42,0,0.01,2017-06-28,2.380952380952381
471,1027,spotfin,2017-06-28,1.42,seed_unknown,27,below,lavage,lavage,78,2,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
472,1027,spotfin,2017-06-28,1.42,ephemeroptera_unknown,27,below,lavage,lavage,78,2,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
473,1027,spotfin,2017-06-28,1.42,chiro_p,27,below,lavage,lavage,78,2,NA,0,0.85,0,0.01,2017-06-28,1.1764705882352942
474,1027,spotfin,2017-06-28,1.42,hymenoptera_unknown,27,below,lavage,lavage,78,2,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
475,1027,spotfin,2017-06-28,1.42,coleo_l,27,below,lavage,lavage,78,2,NA,2,0.71,1.42,1.43,2017-06-28,1.4084507042253522
476,1027,spotfin,2017-06-28,1.42,ostracod_unknown,27,below,lavage,lavage,78,2,NA,0,0.355,0,0.01,2017-06-28,2.8169014084507045
477,1027,spotfin,2017-06-28,1.42,zooplankton_unknown,27,below,lavage,lavage,78,2,NA,0,0.001,0,0.01,2017-06-28,1000
478,1027,spotfin,2017-06-28,1.42,collembola_unknown,27,below,lavage,lavage,78,2,NA,0,0.42,0,0.01,2017-06-28,2.380952380952381
479,1027,spotfin,2017-06-28,1.42,coleo_a,27,below,lavage,lavage,78,2,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
480,1027,spotfin,2017-06-28,1.42,spider_unknown,27,below,lavage,lavage,78,2,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
481,1027,spotfin,2017-06-28,1.42,hemiptera_unknown,27,below,lavage,lavage,78,2,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
482,1027,spotfin,2017-06-28,1.42,fish_yoy,27,below,lavage,lavage,78,2,NA,0,900,0,0.01,2017-06-28,0.0011111111111111111
483,1027,spotfin,2017-06-28,1.42,chiro_l,27,below,lavage,lavage,78,2,NA,0,1.04,0,0.01,2017-06-28,0.9615384615384615
484,1027,spotfin,2017-06-28,1.42,chiro_a,27,below,lavage,lavage,78,2,NA,0,0.99,0,0.01,2017-06-28,1.0101010101010102
485,1027,spotfin,2017-06-28,1.42,sciaridae_unknown,27,below,lavage,lavage,78,2,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
486,1027,spotfin,2017-06-28,1.42,unidentified_unknown,27,below,lavage,lavage,78,2,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
487,1028,spotfin,2017-06-28,3.15,corixidae_unknown,28,below,lavage,lavage,53,44,NA,41,0.01,0.41,0.42,2017-06-28,100
488,1028,spotfin,2017-06-28,3.15,chiro_p,28,below,lavage,lavage,53,44,NA,2,0.85,1.7,1.71,2017-06-28,1.1764705882352942
489,1028,spotfin,2017-06-28,3.15,ostracod_unknown,28,below,lavage,lavage,53,44,NA,0,0.355,0,0.01,2017-06-28,2.8169014084507045
490,1028,spotfin,2017-06-28,3.15,copepod_unknown,28,below,lavage,lavage,53,44,NA,0,0.42,0,0.01,2017-06-28,2.380952380952381
491,1028,spotfin,2017-06-28,3.15,ephemeroptera_unknown,28,below,lavage,lavage,53,44,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
492,1028,spotfin,2017-06-28,3.15,chiro_l,28,below,lavage,lavage,53,44,NA,1,1.04,1.04,1.05,2017-06-28,0.9615384615384615
493,1028,spotfin,2017-06-28,3.15,sciaridae_unknown,28,below,lavage,lavage,53,44,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
494,1028,spotfin,2017-06-28,3.15,fish_yoy,28,below,lavage,lavage,53,44,NA,0,900,0,0.01,2017-06-28,0.0011111111111111111
495,1028,spotfin,2017-06-28,3.15,hemiptera_unknown,28,below,lavage,lavage,53,44,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
496,1028,spotfin,2017-06-28,3.15,seed_unknown,28,below,lavage,lavage,53,44,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
497,1028,spotfin,2017-06-28,3.15,chiro_a,28,below,lavage,lavage,53,44,NA,0,0.99,0,0.01,2017-06-28,1.0101010101010102
498,1028,spotfin,2017-06-28,3.15,coleo_l,28,below,lavage,lavage,53,44,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
499,1028,spotfin,2017-06-28,3.15,spider_unknown,28,below,lavage,lavage,53,44,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
500,1028,spotfin,2017-06-28,3.15,zooplankton_unknown,28,below,lavage,lavage,53,44,NA,0,0.001,0,0.01,2017-06-28,1000
501,1028,spotfin,2017-06-28,3.15,unidentified_unknown,28,below,lavage,lavage,53,44,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
502,1028,spotfin,2017-06-28,3.15,coleo_a,28,below,lavage,lavage,53,44,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
503,1028,spotfin,2017-06-28,3.15,hymenoptera_unknown,28,below,lavage,lavage,53,44,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
504,1028,spotfin,2017-06-28,3.15,collembola_unknown,28,below,lavage,lavage,53,44,NA,0,0.42,0,0.01,2017-06-28,2.380952380952381
505,1029,bluegill,2017-06-23,5.21,unidentified_unknown,29,below,lavage,lavage,52,6,NA,0,0.71,0,0.01,2017-06-23,1.4084507042253522
506,1029,bluegill,2017-06-23,5.21,chiro_p,29,below,lavage,lavage,52,6,NA,0,0.85,0,0.01,2017-06-23,1.1764705882352942
507,1029,bluegill,2017-06-23,5.21,corixidae_unknown,29,below,lavage,lavage,52,6,NA,1,0.01,0.01,0.02,2017-06-23,100
508,1029,bluegill,2017-06-23,5.21,fish_yoy,29,below,lavage,lavage,52,6,NA,0,900,0,0.01,2017-06-23,0.0011111111111111111
509,1029,bluegill,2017-06-23,5.21,spider_unknown,29,below,lavage,lavage,52,6,NA,0,0.71,0,0.01,2017-06-23,1.4084507042253522
510,1029,bluegill,2017-06-23,5.21,ephemeroptera_unknown,29,below,lavage,lavage,52,6,NA,0,0.71,0,0.01,2017-06-23,1.4084507042253522
511,1029,bluegill,2017-06-23,5.21,coleo_l,29,below,lavage,lavage,52,6,NA,0,0.71,0,0.01,2017-06-23,1.4084507042253522
512,1029,bluegill,2017-06-23,5.21,chiro_a,29,below,lavage,lavage,52,6,NA,0,0.99,0,0.01,2017-06-23,1.0101010101010102
513,1029,bluegill,2017-06-23,5.21,ostracod_unknown,29,below,lavage,lavage,52,6,NA,0,0.355,0,0.01,2017-06-23,2.8169014084507045
514,1029,bluegill,2017-06-23,5.21,hemiptera_unknown,29,below,lavage,lavage,52,6,NA,0,0.71,0,0.01,2017-06-23,1.4084507042253522
515,1029,bluegill,2017-06-23,5.21,seed_unknown,29,below,lavage,lavage,52,6,NA,0,0.71,0,0.01,2017-06-23,1.4084507042253522
516,1029,bluegill,2017-06-23,5.21,coleo_a,29,below,lavage,lavage,52,6,NA,0,0.71,0,0.01,2017-06-23,1.4084507042253522
517,1029,bluegill,2017-06-23,5.21,hymenoptera_unknown,29,below,lavage,lavage,52,6,NA,0,0.71,0,0.01,2017-06-23,1.4084507042253522
518,1029,bluegill,2017-06-23,5.21,chiro_l,29,below,lavage,lavage,52,6,NA,5,1.04,5.2,5.21,2017-06-23,0.9615384615384615
519,1029,bluegill,2017-06-23,5.21,zooplankton_unknown,29,below,lavage,lavage,52,6,NA,0,0.001,0,0.01,2017-06-23,1000
520,1029,bluegill,2017-06-23,5.21,sciaridae_unknown,29,below,lavage,lavage,52,6,NA,0,0.71,0,0.01,2017-06-23,1.4084507042253522
521,1029,bluegill,2017-06-23,5.21,copepod_unknown,29,below,lavage,lavage,52,6,NA,0,0.42,0,0.01,2017-06-23,2.380952380952381
522,1029,bluegill,2017-06-23,5.21,collembola_unknown,29,below,lavage,lavage,52,6,NA,0,0.42,0,0.01,2017-06-23,2.380952380952381
523,1030,largemouth,2017-06-23,900.01,seed_unknown,30,below,lavage,lavage,56,2,NA,0,0.71,0,0.01,2017-06-23,1.4084507042253522
524,1030,largemouth,2017-06-23,900.01,fish_yoy,30,below,lavage,lavage,56,2,NA,1,900,900,900.01,2017-06-23,0.0011111111111111111
525,1030,largemouth,2017-06-23,900.01,ephemeroptera_unknown,30,below,lavage,lavage,56,2,NA,0,0.71,0,0.01,2017-06-23,1.4084507042253522
526,1030,largemouth,2017-06-23,900.01,unidentified_unknown,30,below,lavage,lavage,56,2,NA,0,0.71,0,0.01,2017-06-23,1.4084507042253522
527,1030,largemouth,2017-06-23,900.01,collembola_unknown,30,below,lavage,lavage,56,2,NA,0,0.42,0,0.01,2017-06-23,2.380952380952381
528,1030,largemouth,2017-06-23,900.01,copepod_unknown,30,below,lavage,lavage,56,2,NA,0,0.42,0,0.01,2017-06-23,2.380952380952381
529,1030,largemouth,2017-06-23,900.01,chiro_l,30,below,lavage,lavage,56,2,NA,0,1.04,0,0.01,2017-06-23,0.9615384615384615
530,1030,largemouth,2017-06-23,900.01,corixidae_unknown,30,below,lavage,lavage,56,2,NA,1,0.01,0.01,0.02,2017-06-23,100
531,1030,largemouth,2017-06-23,900.01,chiro_a,30,below,lavage,lavage,56,2,NA,0,0.99,0,0.01,2017-06-23,1.0101010101010102
532,1030,largemouth,2017-06-23,900.01,spider_unknown,30,below,lavage,lavage,56,2,NA,0,0.71,0,0.01,2017-06-23,1.4084507042253522
533,1030,largemouth,2017-06-23,900.01,hemiptera_unknown,30,below,lavage,lavage,56,2,NA,0,0.71,0,0.01,2017-06-23,1.4084507042253522
534,1030,largemouth,2017-06-23,900.01,coleo_a,30,below,lavage,lavage,56,2,NA,0,0.71,0,0.01,2017-06-23,1.4084507042253522
535,1030,largemouth,2017-06-23,900.01,sciaridae_unknown,30,below,lavage,lavage,56,2,NA,0,0.71,0,0.01,2017-06-23,1.4084507042253522
536,1030,largemouth,2017-06-23,900.01,coleo_l,30,below,lavage,lavage,56,2,NA,0,0.71,0,0.01,2017-06-23,1.4084507042253522
537,1030,largemouth,2017-06-23,900.01,ostracod_unknown,30,below,lavage,lavage,56,2,NA,0,0.355,0,0.01,2017-06-23,2.8169014084507045
538,1030,largemouth,2017-06-23,900.01,chiro_p,30,below,lavage,lavage,56,2,NA,0,0.85,0,0.01,2017-06-23,1.1764705882352942
539,1030,largemouth,2017-06-23,900.01,hymenoptera_unknown,30,below,lavage,lavage,56,2,NA,0,0.71,0,0.01,2017-06-23,1.4084507042253522
540,1030,largemouth,2017-06-23,900.01,zooplankton_unknown,30,below,lavage,lavage,56,2,NA,0,0.001,0,0.01,2017-06-23,1000
541,1031,spotfin,2017-06-28,5.68,coleo_l,31,above,lavage,lavage,88,8,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
542,1031,spotfin,2017-06-28,5.68,ostracod_unknown,31,above,lavage,lavage,88,8,NA,0,0.355,0,0.01,2017-06-28,2.8169014084507045
543,1031,spotfin,2017-06-28,5.68,chiro_p,31,above,lavage,lavage,88,8,NA,0,0.85,0,0.01,2017-06-28,1.1764705882352942
544,1031,spotfin,2017-06-28,5.68,sciaridae_unknown,31,above,lavage,lavage,88,8,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
545,1031,spotfin,2017-06-28,5.68,chiro_a,31,above,lavage,lavage,88,8,NA,0,0.99,0,0.01,2017-06-28,1.0101010101010102
546,1031,spotfin,2017-06-28,5.68,fish_yoy,31,above,lavage,lavage,88,8,NA,0,900,0,0.01,2017-06-28,0.0011111111111111111
547,1031,spotfin,2017-06-28,5.68,spider_unknown,31,above,lavage,lavage,88,8,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
548,1031,spotfin,2017-06-28,5.68,ephemeroptera_unknown,31,above,lavage,lavage,88,8,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
549,1031,spotfin,2017-06-28,5.68,hymenoptera_unknown,31,above,lavage,lavage,88,8,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
550,1031,spotfin,2017-06-28,5.68,zooplankton_unknown,31,above,lavage,lavage,88,8,NA,0,0.001,0,0.01,2017-06-28,1000
